category,name,variant,adj-1,adj-2,adj-3,description,image_url,feelings-1-name,feelings-1-percent,feelings-2-name,feelings-2-percent,feelings-3-name,feelings-3-percent,feelings-4-name,feelings-4-percent,feelings-5-name,feelings-5-percent,helps-with-1-name,helps-with-1-percent,helps-with-2-name,helps-with-2-percent,helps-with-3-name,helps-with-3-percent,helps-with-4-name,helps-with-4-percent,helps-with-5-name,helps-with-5-percent,negatives-1-name,negatives-1-percent,negatives-2-name,negatives-2-percent,negatives-3-name,negatives-3-percent,negatives-4-name,negatives-4-percent,negatives-5-name,negatives-5-percent
Indica,Purple Punch,Relaxed,Peppery,Citrus,Pine,"Purple Punch is the sweet and sedating union of two indica-dominant classics. By breeding Larry OG with Granddaddy Purple, the astonishing trichome laden Purple Punch was born, smelling of grape candy, blueberry muffins, and tart Kool-Aid. The potency of this strain gives the consumer a one-two punch to the head and body, initially landing between the eyes and settling down into the limbs. Purple Punch is a delicious dessert strain that is best suited for after dinner. Its effects may help with managing nausea, stress, minor body aches, and sleeplessness.",null,Relaxed,81%,Happy,54%,Sleepy,45%,Euphoric,45%,Uplifted,30%,Stress,29%,Anxiety,29%,Insomnia,22%,Depression,22%,Pain,22%,Dry mouth,23%,Dry eyes,13%,Dizzy,6%,Anxious,3%,Headache,3%
Indica,Granddaddy Purple,Sleepy,Herbal,Peppery,Pine,"Introduced in 2003 by Ken Estes, Granddaddy Purple (or GDP) is a famous indica cross of Purple Urkle and Big Bud. This California staple inherits a complex grape and berry aroma from its Purple Urkle parent, while Big Bud passes on its oversized, compact bud structure. GDP flowers bloom in shades of deep purple, a contrasting backdrop for its snow-like dusting of white crystal resin.",null,Relaxed,60%,Sleepy,49%,Happy,46%,Euphoric,44%,Hungry,33%,Stress,38%,Pain,33%,Anxiety,30%,Insomnia,30%,Depression,21%,Dry mouth,30%,Dry eyes,17%,Dizzy,7%,Paranoid,4%,Headache,3%
Indica,Zkittlez,Relaxed,Peppery,Hoppy,Floral,"Zkittlez is an indica-dominant mix of Grape Ape and Grapefruit that is crossed with another undisclosed strain to produce this candy-flavored strain bred by 3rd Gen Family and Terp Hogz. This award-winning combination took 1st Place at the 2016 Emerald Cup and 1st Place Indica at the 2015 Cannabis Cups in San Francisco and in Michigan. The chunky colas explode in a spectrum of light green hues and emit a sweet, tropical blend of fruit flavors. The effects of Zkittlez are calming, leaving consumers focused, alert, and happy while relaxing the body to help unwind any time of day.",null,Relaxed,58%,Happy,41%,Euphoric,33%,Uplifted,28%,Sleepy,23%,Stress,20%,Anxiety,17%,Depression,16%,Pain,14%,Insomnia,11%,Dry mouth,19%,Dry eyes,10%,Dizzy,4%,Headache,3%,Anxious,2%
Indica,Do-Si-Dos,Relaxed,Citrus,Peppery,Floral,"Do-Si-Dos is an indica-dominant hybrid with qualities similar to its parent, OGKB, a GSC-phenotype. With glittering trichomes, bright pistils, and lime green and lavender leaves, this strain is a feast for eyes. Its aroma is pungent, sweet, and earthy with slight floral funkiness. These classic OG aromas blend nicely with medical-grade body effects that lean toward the sedative side with the addition of Face Off OG genetics. Enjoy a stoney, in-your-face buzz off the start that melts down over the body, prettifying the consumer with relaxation that emanates outward. ",null,Relaxed,69%,Euphoric,44%,Happy,43%,Sleepy,34%,Uplifted,30%,Stress,27%,Anxiety,23%,Pain,21%,Insomnia,19%,Depression,17%,Dry mouth,19%,Dry eyes,11%,Dizzy,6%,Paranoid,2%,Anxious,2%
Indica,Bubba Kush,Sleepy,Peppery,Citrus,Herbal,"Bubba Kush is an indica strain that has gained notoriety in the US and beyond for its heavy tranquilizing effects. Sweet hashish flavors with subtle notes of chocolate and coffee come through on the exhale, delighting the palate as powerful relaxation takes over. From head to toe, muscles ease with heaviness as dreamy euphoria blankets the mind, crushing stress while bringing happy moods. Bubba Kush exhibits a distinctive, bulky bud structure with hues that range from forest green to pale purple.",null,Relaxed,65%,Sleepy,54%,Happy,52%,Euphoric,46%,Hungry,37%,Stress,39%,Pain,35%,Insomnia,31%,Anxiety,29%,Depression,21%,Dry mouth,38%,Dry eyes,22%,Dizzy,9%,Paranoid,7%,Headache,4%
Indica,Northern Lights,Sleepy,Herbal,Peppery,Citrus,"Northern Lights stands among the most famous strains of all time, a pure indica cherished for its resinous buds, fast flowering, and resilience during growth. Itself a descendant of indigenous Afghani and Thai landrace strains, Northern Lights has given rise to famous hybrids like Shiva Skunk and Super Silver Haze. Rumor has it that Northern Lights first sprouted near Seattle, Washington, but was propagated out of Holland after 1985 at what is now Sensi Seeds.",null,Relaxed,65%,Happy,53%,Euphoric,51%,Sleepy,43%,Uplifted,32%,Stress,41%,Pain,31%,Anxiety,30%,Insomnia,28%,Depression,24%,Dry mouth,33%,Dry eyes,17%,Dizzy,8%,Paranoid,5%,Headache,3%
Indica,Ice Cream Cake,Tingly,Citrus,Peppery,Floral,"Bred by Seed Junky Genetics, Ice Cream Cake is an indica-dominant cross of Wedding Cake and Gelato #33. Completely flushed with icy trichomes, the buds express light green coloration with dark purple hues throughout. Ice Cream Cake maintains a creamy flavor profile with sweet hints of vanilla and sugary dough. Effects come on heavily, leaving you completely relaxed with a good night’s sleep soon to follow.",null,Relaxed,82%,Happy,50%,Euphoric,45%,Sleepy,44%,Uplifted,34%,Stress,23%,Pain,20%,Anxiety,19%,Depression,19%,Insomnia,15%,Dry mouth,15%,Dry eyes,9%,Dizzy,3%,Headache,2%,Paranoid,2%
Indica,Forbidden Fruit,Relaxed,Herbal,Peppery,Citrus,"Forbidden Fruit is the mouthwatering cross of Cherry Pie x Tangie. This sumptuous genetic cross expresses a beautiful dense bud structure with deep purple hues, dark green foliage, and wiry orange hairs. The terpene profile is a perfect mixture of Cherry Pie’s musky, sweet cherry undertones and Tangie’s loud tropical flavors. There are also notes of pine, mango, and passionfruit candy. The effects hit hard between the eyes and lay into the body with each hit. Forbidden Fruit’s deep physical relaxation and mental stoniness make it perfect for dulling minor physical discomfort and discarding stress. ",null,Relaxed,75%,Happy,52%,Euphoric,43%,Sleepy,35%,Uplifted,30%,Stress,27%,Anxiety,24%,Pain,21%,Depression,19%,Insomnia,18%,Dry mouth,16%,Dry eyes,10%,Dizzy,1%,Headache,1%,Paranoid,1%
Indica,GMO Cookies,Relaxed,Citrus,Peppery,Herbal,"GMO Cookies (aka Garlic Cookies) is a powerful indica-dominant strain crossed between Chemdog and GSC. GMO Cookies is known for its ability to relieve pain without putting you to bed in the process. The Chemdawg ancestry in GMO provides a petrol smell layered with coffee and fruit, while its GSC parentage provides a sweet and earthy flavor. GMO Cookies is bred by Divine Genetics.",null,Relaxed,81%,Euphoric,53%,Happy,52%,Uplifted,36%,Sleepy,31%,Pain,23%,Stress,21%,Anxiety,21%,Depression,16%,Insomnia,13%,Dry mouth,16%,Dizzy,5%,Dry eyes,5%,Anxious,3%,Paranoid,3%
Indica,Mendo Breath,Sleepy,Peppery,Citrus,Herbal,"Mendo Breath is an interesting mix of OGKB (OGKushBreath, which is the supposed patriarch in the Cookies Fam genetics) and Mendo Montage. Their forces combined make dense frosty buds that reek of sweet vanilla and caramel. But no matter how good this smells, save it for after work. This thumper can pivot your entire day’s plans with its powerful body high built for chronic pain and discomfort. ",null,Relaxed,80%,Happy,51%,Sleepy,49%,Euphoric,46%,Uplifted,28%,Stress,38%,Pain,36%,Anxiety,32%,Insomnia,26%,Depression,23%,Dry mouth,25%,Dry eyes,11%,Dizzy,5%,Anxious,4%,Paranoid,3%
Indica,Blueberry,Sleepy,Herbal,Pine,Peppery,"A true A-List cannabis strain, Blueberry’s legendary status soared to new heights after claiming the High Times’ Cannabis Cup 2000 for Best Indica. The long history of the strain goes back to the late 1970s when American breeder DJ Short was working with a variety of exotic landrace strains. However, throughout the decades of Blueberry’s cultivation, the genetics have been passed around, due in large part to DJ Short working with multiple seed banks and breeders. The sweet flavors of fresh blueberries combine with relaxing effects to produce a long-lasting sense of euphoria. Many consumers utilize Blueberry to help contend with pain and stress, while connoisseurs and growers admire the strain for its colorful hues and high THC content.",null,Relaxed,65%,Happy,56%,Euphoric,47%,Sleepy,41%,Uplifted,33%,Stress,40%,Pain,32%,Anxiety,29%,Insomnia,25%,Depression,23%,Dry mouth,30%,Dry eyes,18%,Dizzy,7%,Paranoid,4%,Headache,3%
Indica,Blue Cheese,Sleepy,Herbal,Citrus,Peppery,"Blue Cheese is an indica cross created by crossing a Blueberry male with an original U.K. Cheese (a Skunk #1 phenotype) female. The sweet and savory smells of berry and blue cheese combine to create a creamy, unique flavor reminiscent of the original Cheese. The heavy effects will help you feel relaxed at the end of the day and can provide relief for muscle spasms, pain, and stress.",null,Relaxed,62%,Happy,55%,Euphoric,52%,Sleepy,38%,Uplifted,35%,Stress,41%,Pain,31%,Anxiety,30%,Insomnia,24%,Depression,24%,Dry mouth,36%,Dry eyes,21%,Dizzy,8%,Paranoid,5%,Headache,4%
Indica,9 lb Hammer,Sleepy,Herbal,Pine,Peppery,"9 Pound Hammer is an indica created by JinxProof Genetics that crosses Gooberry, Hells OG, and Jack the Ripper. These dense buds are coated in resin, offering sweet grape and lime flavors. 9 Pound Hammer hosts a terpene profile abundant in myrcene, pinene, and caryophyllene with THC levels ranging between 17-21%. Effects can be heavy and long-lasting, making this strain useful for pain and stress relief. Best grown indoors, 9 Pound Hammer flowers between 50-60 days and will deliver high yields.",null,Relaxed,72%,Sleepy,52%,Happy,36%,Euphoric,34%,Hungry,21%,Pain,30%,Stress,30%,Insomnia,26%,Anxiety,24%,Depression,20%,Dry mouth,20%,Dry eyes,9%,Dizzy,4%,Headache,2%,Anxious,1%
Indica,Platinum OG,Sleepy,Herbal,Peppery,Citrus,"Platinum OG is just as precious as the metal it’s named after. This indica-dominant hybrid asserts itself as one of the “heaviest” strains around. Platinum OG is purported to stem from three strains: Master Kush, OG Kush, and a third unknown parent. Flowers are lime green and plump, with prominent orange hairs and a platinum coating thanks to the abundance of THC crystals. A brief, heady onset settles into a powerful physical sedation suitable for nighttime use and pain, stress, or anxiety relief, making this precious strain a robust healer.",null,Relaxed,72%,Sleepy,50%,Euphoric,49%,Happy,46%,Hungry,31%,Stress,35%,Pain,29%,Anxiety,29%,Insomnia,28%,Depression,22%,Dry mouth,31%,Dry eyes,17%,Dizzy,7%,Paranoid,4%,Anxious,3%
Indica,Grape Ape,Sleepy,Herbal,Pine,Peppery,"Grape Ape, propagated by Apothecary Genetics and Barney’s Farm, is a mostly indica strain that crosses Mendocino Purps, Skunk, and Afghani. Named for its distinct grape-like smell, this indica is known for providing carefree relaxation that can help soothe pain, stress, and anxiety. Its dense, compact buds are wreathed in deep purple leaves which darken as this indica reaches full maturation following its 7 to 8 week flowering time.",null,Relaxed,62%,Happy,49%,Sleepy,45%,Euphoric,44%,Hungry,28%,Pain,40%,Stress,37%,Anxiety,31%,Insomnia,31%,Depression,20%,Dry mouth,28%,Dry eyes,17%,Dizzy,6%,Paranoid,4%,Headache,3%
Indica,King Louis,Sleepy,Citrus,Herbal,Peppery,"King Louis XIII might be most famous for making wigs on men de rigeur for the French aristocracy, but in Southern California the name will bring to mind a popular indica-dominant strain. This strain announces itself as many people did in the 1600s: by its smell. The difference is this monarch’s odor is one that’s meant to be enjoyed; its dense nugs have an overwhelmingly piney smell with an earthy musk that will have you thinking of your last forest adventure. Bred in part from OG Kush, Louis XIII has a very similar spicy kush aroma. ",null,Relaxed,64%,Sleepy,51%,Happy,37%,Euphoric,32%,Hungry,29%,Insomnia,34%,Stress,34%,Pain,32%,Anxiety,25%,Depression,21%,Dry mouth,22%,Dry eyes,12%,Dizzy,5%,Paranoid,3%,Headache,2%
Indica,LA Confidential,Sleepy,Peppery,Citrus,Herbal,"LA Confidential is known as a very popular and successful strain. Its buds have a frosty, lime green appearance and little purple leaves. The taste is smooth and piney, with a classic skunky aroma that does not linger for too long. Overall, LA Confidential is a well-rounded strain that delivers a fast-approaching sensation that is both psychedelic and super calming on the mind and body. For newer patients seeking relief, LA Confidential can both lull you to sleep and treat acute pain. ",null,Relaxed,61%,Happy,50%,Euphoric,48%,Sleepy,43%,Uplifted,34%,Stress,42%,Pain,36%,Anxiety,31%,Insomnia,29%,Depression,23%,Dry mouth,30%,Dry eyes,18%,Dizzy,7%,Paranoid,6%,Headache,3%
Indica,Master Kush,Sleepy,Peppery,Citrus,Herbal,"Master Kush is a popular indica cross from two landrace strains from different parts of the Hindu Kush region by the Dutch White Label Seed Company in Amsterdam. The plant produces a subtle earthy, citrus smell with a hint of incense, which is often described as a vintage flavor. The taste of Master Kush is reminiscent of the famous hard-rubbed charas hash. This strain holds a superb balance of full-body relaxation without mind-numbing effects. Instead, Master Kush offers a sharpened sensory awareness that can bring out the best of any activity.",null,Relaxed,65%,Happy,51%,Euphoric,50%,Sleepy,39%,Uplifted,36%,Stress,41%,Pain,33%,Anxiety,32%,Insomnia,27%,Depression,24%,Dry mouth,35%,Dry eyes,22%,Dizzy,7%,Paranoid,6%,Headache,3%
Indica,G13,Euphoric,Herbal,Citrus,Peppery,"G13 is a very strong strain of cannabis indica that is the subject of many urban legends. According to some accounts, the CIA, FBI, and other agencies gathered the best strains of marijuana from breeders all over the world. At a super-secret installation at the University of Mississippi, they bred many new super hybrids in the late 1960s. Allegedly, a single cutting of this plant was liberated by an unnamed technician and bred for the masses.",null,Relaxed,59%,Euphoric,58%,Happy,57%,Uplifted,39%,Sleepy,33%,Stress,41%,Pain,32%,Anxiety,31%,Depression,25%,Insomnia,24%,Dry mouth,34%,Dry eyes,19%,Dizzy,8%,Paranoid,6%,Headache,4%
Indica,Purple Kush,Sleepy,Herbal,Pine,Peppery,"Purple Kush is a pure indica strain that emerged from the Oakland area of California as the result of crossing Hindu Kush and Purple Afghani. Its aroma is subtle and earthy with sweet overtones typical of Kush varieties. Blissful, long-lasting euphoria blankets the mind while physical relaxation rids the body of pain, sleeplessness, and stress. Purple Kush will grow wide rather than tall, and will be ready for harvest following an 8-week flowering time.",null,Relaxed,62%,Sleepy,56%,Happy,55%,Euphoric,48%,Hungry,39%,Stress,44%,Pain,37%,Insomnia,37%,Anxiety,36%,Depression,24%,Dry mouth,42%,Dry eyes,26%,Paranoid,10%,Dizzy,10%,Headache,5%
Indica,Platinum Kush,Hungry,Peppery,Citrus,Herbal,"Platinum Kush is an indica-dominant strain that takes on a platinum-silver shade due to its thick coat of crystal resin. With purple hues and bright orange hairs, its buds grow dense with a sweet fruity and hashy aroma. Its buzz has been described as strongly cerebral and body-numbing.",null,Relaxed,72%,Happy,54%,Euphoric,51%,Sleepy,41%,Hungry,35%,Stress,39%,Pain,32%,Anxiety,29%,Insomnia,24%,Depression,20%,Dry mouth,31%,Dry eyes,21%,Dizzy,6%,Paranoid,6%,Headache,3%
Indica,White Rhino,Sleepy,Peppery,Herbal,Citrus,"White Rhino is a hybrid of White Widow and an unknown North American indica strain, resulting a bushy and stout plant. This strain is said to descend from cultivars sourced from Afghanistan, Brazil, and India. White Rhino's high THC content makes it a popular choice among consumers looking for heavy-handed relaxation and symptom relief.",null,Relaxed,58%,Happy,50%,Euphoric,47%,Sleepy,35%,Uplifted,32%,Stress,38%,Pain,32%,Anxiety,28%,Insomnia,23%,Depression,19%,Dry mouth,38%,Dry eyes,19%,Dizzy,8%,Headache,7%,Paranoid,7%
Indica,Platinum Bubba Kush,Hungry,Peppery,Citrus,Herbal,"Platinum Bubba Kush is a “platinum” level indica-dominant strain for those who are looking for strong medicine. Best for strong body relaxation, pain relief, sleepiness and appetite stimulation, Pbk is a long-lasting “creeper” that may take a few minutes to kick in, but you won’t miss it once it does. Floral and full of kush spiciness in aroma, the flowers of this strain will have a surprisingly sweet flavor that’s a patient favorite. Across between Platinum OG Kush and Bubba Kush, this indica finishes flowering in 8 to 9 weeks. These dense, purple-hued nugs are popular in California and are finding their way to other areas.",null,Relaxed,72%,Happy,58%,Euphoric,48%,Sleepy,47%,Hungry,38%,Stress,43%,Pain,37%,Insomnia,35%,Anxiety,33%,Depression,25%,Dry mouth,32%,Dry eyes,19%,Dizzy,7%,Headache,5%,Paranoid,3%
Indica,Blackberry Kush,Sleepy,Herbal,Citrus,Peppery,"Blackberry Kush is a indica-dominant strain often recommended for pain management thanks to its strong body high effects. This strain is a combination of Afghani and Blackberry and is marked by dense and beautiful nugs of purple and orange. Blackberry Kush has a hashy, jet fuel taste and aroma that is balanced by sweet berries. This strain takes approximately 7-8 to flower although it does not typically have a high yeild.",null,Relaxed,59%,Happy,47%,Sleepy,47%,Euphoric,45%,Hungry,29%,Stress,41%,Pain,37%,Insomnia,35%,Anxiety,33%,Depression,21%,Dry mouth,30%,Dry eyes,18%,Dizzy,5%,Headache,5%,Paranoid,3%
Indica,Cookies Kush,Sleepy,Citrus,Peppery,Herbal,"Cookies Kush from Barney's Coffeeshop combines GSC with the Rolex phenotype of OG Kush, resulting in a potent indica worthy of 1st place in High Times' 2014 Amsterdam Cannabis Cup in the ""Best Coffeeshop Strain"" category.",null,Relaxed,80%,Happy,57%,Sleepy,50%,Euphoric,49%,Hungry,36%,Stress,35%,Anxiety,26%,Pain,23%,Insomnia,19%,Depression,18%,Dry mouth,31%,Dry eyes,23%,Dizzy,9%,Paranoid,4%,Anxious,2%
Indica,Critical Kush,Sleepy,Herbal,Peppery,Citrus,"Critical Kush from Barney’s Farm is a mostly indica strain that blends together two famed cannabis staples, Critical Mass and OG Kush. Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body. Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD, making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms. Growers cultivating this strain indoors will wait 50 to 60 days for Critical Kush to complete its flowering cycle.",null,Relaxed,82%,Happy,56%,Sleepy,49%,Euphoric,42%,Uplifted,30%,Stress,36%,Pain,33%,Insomnia,28%,Depression,27%,Anxiety,27%,Dry mouth,33%,Dry eyes,20%,Dizzy,7%,Anxious,4%,Paranoid,3%
Indica,Kosher Kush,Sleepy,Herbal,Citrus,Peppery,"Kosher Kush, offered now in seed form from DNA Genetics, originated in Los Angeles as a clone-only strain. Winner of High Times Cannabis Cup’s Best Indica in 2010 and 2011, as well as Best Strain in 2011, Kosher Kush produces staggering levels of THC. Known as one of the most odiferous OG Kush-related strains, it has a unique yet familiar smell reminiscent of rich earth and fruit, and is considered by many to be one of the tastiest smokes around. The high experienced is typical of many heavy strains, producing pronounced relaxation and pain relief, with sleep often following close behind.  ",null,Relaxed,68%,Sleepy,53%,Happy,46%,Euphoric,42%,Hungry,27%,Stress,35%,Insomnia,33%,Pain,32%,Anxiety,26%,Depression,21%,Dry mouth,29%,Dry eyes,15%,Dizzy,6%,Paranoid,3%,Anxious,1%
Indica,XXX OG,Sleepy,Herbal,Citrus,Peppery,"XXX OG, from parent strains OG Kush and XXX, is an indica that took 1st place in the 2014 Los Angeles Cannabis Cup. Its bulky, conic buds glow with a heavy, white coat of oozing trichomes, emitting earthy, pine, and lemon notes that combine for a sap-like aroma. In small doses, XXX OG induces moderately sedating effects that allow some mental clarity and physical energy. As you increase the dose, the fight against lethargy and couchlock becomes futile. This makes XXX OG an excellent remedy for sleeplessness, and severe cases of nausea and chronic pain may benefit from the potent effects of this strain. ",null,Relaxed,72%,Sleepy,54%,Happy,48%,Euphoric,48%,Uplifted,31%,Stress,37%,Pain,35%,Insomnia,31%,Anxiety,30%,Depression,25%,Dry mouth,20%,Dry eyes,16%,Dizzy,4%,Headache,2%,Anxious,1%
Indica,God's Gift,Sleepy,Herbal,Pine,Peppery,"A strain that became popular in California dispensaries in 2005, God's Gift contains flavors of grape, citrus, and hash. Its parents are Granddaddy Purple and OG Kush. No matter what your belief system, this strain is a ""gift"" with its dreamy, blissful effects. Its flowering time usually takes approximately 8-9 weeks.",null,Relaxed,64%,Happy,54%,Euphoric,48%,Sleepy,41%,Uplifted,34%,Stress,40%,Anxiety,33%,Pain,31%,Insomnia,28%,Depression,21%,Dry mouth,33%,Dry eyes,21%,Dizzy,6%,Paranoid,6%,Headache,4%
Indica,Purple Urkle,Sleepy,Herbal,Pine,Peppery,"Purple Urkle’s history is as complex as its flavor palate. A California strain, the origins are believed to stem from a select phenotype of Mendocino Purps, while the essence is a blend of skunk, berry, and fresh grapes. Consumers report the effects to be deeply relaxing, sleep-inducing, and a great option for full-body pain relief. The short onset of effects make it a perfect nighttime strain for those who suffer from insomnia.",null,Relaxed,67%,Sleepy,64%,Happy,45%,Euphoric,43%,Hungry,33%,Stress,43%,Insomnia,43%,Pain,36%,Anxiety,34%,Depression,22%,Dry mouth,32%,Dry eyes,19%,Dizzy,7%,Paranoid,5%,Headache,3%
Indica,Berry White,Talkative,Citrus,Pine,Peppery,"Berry White is a hybrid strain that is the offspring of parents of near-celebrity status in the cannabis world: Blueberry and White Widow. Berry is famous in its own right for its even, balanced effects that offer relaxation from stress and anxiety along with a sense of euphoria. This strain is perfect for inspiring an upbeat mood and may lead to conversation and creative pursuits. This plant’s flowers have a light sour berry and pine smell and a fresh taste similar to their scent. They generally have a strong blue coloring contrasted by orange hairs.",null,Relaxed,64%,Happy,58%,Euphoric,52%,Uplifted,44%,Creative,33%,Stress,33%,Anxiety,30%,Pain,26%,Depression,24%,Insomnia,17%,Dry mouth,28%,Dry eyes,16%,Paranoid,4%,Dizzy,3%,Anxious,3%
Indica,Hindu Kush,Sleepy,Citrus,Peppery,Pine,"Hindu Kush is a pure indica strain named after the mountain range stretching 500 miles between Pakistan and Afghanistan where it originated. The harsh climate of its homeland has conditioned this strain to express a thick, protective coat of crystal trichomes cherished by hash makers worldwide. With a subtle sweet and earthy sandalwood aroma, Hindu Kush induces a deep sense of calm that helps bring relief to those suffering pain, nausea, and stress disorders.",null,Relaxed,65%,Sleepy,51%,Happy,48%,Euphoric,47%,Uplifted,31%,Stress,41%,Pain,37%,Insomnia,33%,Anxiety,32%,Depression,21%,Dry mouth,36%,Dry eyes,21%,Paranoid,8%,Dizzy,8%,Anxious,4%
Indica,Afghani,Sleepy,Herbal,Pine,Minty,"Afghani is a heavy indica strain named after its geographic origin, where the earliest varieties of cannabis are believed to have grown. Breeders worldwide have come to treasure Afghani for its heavy resin production which is passed on genetically. With a sweet, earthy aroma, Afghani delivers a deep, sedating relaxation and euphoria. Patients most commonly turn to this potent indica to treat insomnia, pain, and stress disorders.",null,Relaxed,67%,Sleepy,56%,Happy,44%,Euphoric,43%,Hungry,30%,Stress,38%,Pain,37%,Insomnia,36%,Anxiety,32%,Depression,19%,Dry mouth,33%,Dry eyes,21%,Dizzy,9%,Headache,4%,Paranoid,3%
Indica,Afghan Kush,Hungry,Herbal,Citrus,Peppery,"Afghan Kush's roots trace back to the Hindu Kush mountain range near the Afghanistan-Pakistan border. It has been perfected over centuries, making it the ultimate source for hash such as charas and the sticky black Afghani hash. White Label Seed Company, a Sensi Seeds partner from the Netherlands, made its seeds available for everyone to grow. The buds of Afghan Kush develop into massive, blunt-topped nuggets full of resin and coming in big yields. Revered for its heavy resin content and powerfully sedating effects, Afghan Kush is a top choice for anyone looking to relax after a long day.",null,Relaxed,52%,Sleepy,48%,Happy,46%,Hungry,43%,Euphoric,43%,Stress,40%,Pain,33%,Anxiety,32%,Insomnia,29%,Depression,21%,Dry mouth,46%,Dry eyes,30%,Dizzy,12%,Paranoid,9%,Headache,6%
Indica,Death Star,Sleepy,Peppery,Herbal,Citrus,"Death Star is a potent cross of Sensi Star and Sour Diesel that combines sweet skunk and fuel aromas into a pungent fragrance that isn’t easy to hide. This strain may not have the ability to destroy planets, but it does have quite the powerful buzz. Effects can be slow to onset, but once they do, Death Star takes away all cares and replaces them with a state of relaxed euphoria. Great for daytime or nighttime use, this Ohio native now has fans throughout the galaxy.",null,Relaxed,71%,Euphoric,55%,Happy,50%,Sleepy,44%,Uplifted,34%,Stress,38%,Pain,35%,Anxiety,30%,Insomnia,27%,Depression,23%,Dry mouth,31%,Dry eyes,17%,Dizzy,8%,Paranoid,4%,Anxious,4%
Indica,Obama Kush,Relaxed,Peppery,Citrus,Pine,"This unique indica-dominant strain appropriately channels the President’s famous message of ""Change"" as it invigorates and inspires. A cross between Afghani and OG Kush, Obama Kush offers cerebral stimulation and a euphoric rush. This strain is recommended for consumers looking for powerful physical effects as well as an intense cerebral lift. The flowers are frosty with a purple hue and reddish hairs, giving off a light aroma.",null,Relaxed,73%,Happy,57%,Euphoric,51%,Uplifted,38%,Sleepy,29%,Stress,38%,Pain,36%,Anxiety,29%,Depression,24%,Insomnia,22%,Dry mouth,28%,Dry eyes,10%,Dizzy,6%,Paranoid,4%,Anxious,2%
Indica,Critical Mass,Sleepy,Herbal,Peppery,Citrus,"Critical Mass is a potent indica-dominant hybrid made by crossing Afghani and Skunk #1. In small doses, this strain will have you feeling creative and calm. In large doses, you'll likely find yourself feeling sleepy and in a couchlock. Critical mass gets its name because of its ability to reach ""critical mass"" in terms of growing. When growing, branches of this strain tend to snap off from the heavy weight of its buds - which are dense, heavy and tasty. The downside of Critical Mass is that this strain is particularly susceptible to mold, so growers have to be extra cautious with humidity. Flowering time for Critical Mass is approximately 6-8 weeks. This strain originated from the breeder Mr. Nice Seed Bank.",null,Relaxed,71%,Happy,49%,Euphoric,37%,Sleepy,37%,Uplifted,30%,Pain,40%,Stress,39%,Anxiety,29%,Depression,26%,Insomnia,24%,Dry mouth,30%,Dry eyes,18%,Dizzy,7%,Anxious,5%,Paranoid,5%
Indica,MK Ultra,Sleepy,Peppery,Citrus,Herbal,"Named after the methods of mental manipulation employed by the CIA’s Project MKUltra, this indica-dominant strain stands apart due to its powerful cerebral effects. A cross of OG Kush and indica G13, this strain is bred by T.H. Seeds and won 1st place Indica at the High Times Cannabis Cup in 2003 and 2nd place in 2004. Indoor growing is facilitated by the plant’s short stature, and its above average yield delivers particularly sticky, dense, pungent flowers. MK Ultra is renowned for its euphoric effects that are fast-acting and best for when strong medication is desired. It might be best for a day when not getting off the couch would be fine.",null,Relaxed,73%,Sleepy,52%,Happy,51%,Euphoric,50%,Hungry,31%,Stress,41%,Pain,39%,Insomnia,33%,Anxiety,31%,Depression,24%,Dry mouth,38%,Dry eyes,18%,Dizzy,9%,Paranoid,5%,Anxious,3%
Indica,Black Mamba,Sleepy,Citrus,Herbal,Peppery,"Black Mamba is named after the deadly African snake (or perhaps the vengeful bride from the movie Kill Bill), so it’s no surprise that this strain is known for being strong (it might just knock less experienced users into nap time). The genetics of this strain are unknown, but its characteristics seem to support the theory that it is a descendent of Granddaddy Purple and maybe Black Domina. These plants produce dark green to purple leaves, but it’s the flowers that appear after about 8 weeks that really give a hint to its supposed heritage. Dark green and dense, these hard nugs have a strong perfumey aroma and a distinctly sweet grape taste that is reminiscent of GDP. Many users report an upbeat feeling that mellows into a state of deep relaxation. Touted for its long-lasting effects, this Black Mamba is one to curl up with, not run away from.",null,Relaxed,74%,Sleepy,51%,Happy,48%,Euphoric,47%,Uplifted,31%,Stress,32%,Insomnia,31%,Pain,26%,Anxiety,23%,Depression,21%,Dry mouth,23%,Dry eyes,16%,Dizzy,4%,Headache,4%,Anxious,3%
Indica,Orange Kush,Hungry,Fruity,Peppery,Herbal,"Orange Kush was bred by Green Devil Genetics and is the child of Orange Bud and OG Kush. It eases the body into relaxation while lifting moods with a sweet and tangy citrus flavor. This strain is resistant to most pests and mold and has long, dense buds with many orange hairs and trichome crystals.",null,Relaxed,63%,Happy,51%,Euphoric,45%,Sleepy,40%,Hungry,34%,Stress,37%,Anxiety,32%,Pain,26%,Insomnia,26%,Depression,20%,Dry mouth,39%,Dry eyes,21%,Dizzy,10%,Paranoid,9%,Headache,6%
